,Report_Ticket,Measure_Code,Measure_Name,DelivSys,StratVal,PlanParent,Region,County,County_Size,County_Size_Ordered,Directionality,Units,Value,CSA_CompVal_Desc,CSA_CompVal,CSA_Diff,CSA_PctBelowComp,ICA_CompVal,ICA_Diff,ICA_25,ICA_75,CSA_25,CSA_75
4106,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WTDY,FULH,JPEM,Large,1_Large,Lower is better,"Total per 1,000 months",21.43133333,med,19.41923077,3.204786325,0.64,3.606034483,15.57403065,12.32,27.12,15.204,27.7425
4107,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WTDY,FULH,JPEM,Large,1_Large,Lower is better,"Total per 1,000 months",24.8,med,15.165,9.222415459,0.493043478,5.522222222,20.61239936,11.82222222,26.429,17.40611111,23.45301543
4108,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",12.9315528,med,13.33490179,0.739921584,0.51,6.944666667,8.230049229,9.874285714,18.32815112,10.9125,15.86535211
4109,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",11.12022727,med,11.42571429,0,0.4375,6.470886918,2.293237251,10.465,12.53333333,10.37887987,14.93006158
4110,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",5.837037037,med,7.6,0,0.384,5.59,0.820185185,5.546792214,12.285,6.146086957,11.84516129
4111,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",5.459318182,med,6.4,0,0.34875,4.653188406,0.655102108,4.430596591,10.58266304,5.624125668,10.26201728
4112,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",19.7527027,med,15.61153846,2.172557173,0.7616,9.151815182,10.60619035,15.32487805,26.4,15.747,26.971875
4113,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",15.11391304,med,21.15611111,0,0.651304348,9.039512195,7.05281018,12.94222222,21.983,16.23595238,28.66479663
4114,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",18.49,med,11.38432602,6.675673981,0.633043478,11.32,12.74025424,6.15,23.48041667,10.93333333,24.47666667
4115,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",11.985,med,11.68125,0.60625,0.39,3.96,8.06,7.1875,20.7,8.126666667,20.16
4116,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",19.48787879,med,6,9.419318182,0.532,3.7825,14.58280303,3.663611111,11.3995,4.3,17.51
4117,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",23.78666667,med,7.434,14.78871429,0.525,3.934285714,15.72571429,3.57975,12.0575,4.0375,16.81722689
4118,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Adult,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",8.892,med,12,0,0.428235294,4.376666667,3.778666667,4.0425,21.315,3.968275862,15.2
4119,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Child,WTDY,TPDF,GFBK,Large,1_Large,Lower is better,"Total per 1,000 months",9.36,med,6,1.78,0.633333333,3.584,5.424,2.06,12.88,3.136,11.44
4120,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",16.9536,med,16.94423077,0,0.544,12.00315789,3.336821053,13.52195122,28.08,14.48,29.7975
4121,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",33.04,med,13.55276907,12.13567398,0.675652174,5.88,25.74,8.785714286,18.31041667,9.794444444,19.11511111
4122,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",4.5,med,6.0625,0,0.6552,4.75,0,3.193055556,13.70654167,4.6,17
4123,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",9.69,med,13,0,0.465294118,4.76,5.5,4.491666667,23.275,4.298965517,21.66
4124,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",19.32,med,16.93083036,1.653916314,0.624,9.132701422,7.67459073,9.435428571,15.11600092,12.83823529,20.39830986
4125,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,SHBO,JZKU,QJYD,Large,1_Large,Lower is better,"Total per 1,000 months",11.9,med,10.355,1.705,0.4896,5.971239669,5.978539945,6.801423787,11.88870968,7.666086957,13.81935484
4126,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",14.47574713,med,15.43252679,0,0.642,15.55804598,0,12.83657143,17.19445105,12.96661765,21.90929577
4127,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",12.72782609,med,12.53142857,0,0.345833333,9.305217391,0,8.827,18.8,10.86844968,15.06578941
4128,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",16.90342105,med,11.02,4.650526316,0.504,15.45868421,0,6.801423787,13.20967742,6.212173913,10.92387097
4129,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",13.3983871,med,8,3.21,0.36375,9.161290323,0,5.711732955,10.58266304,4.820679144,8.439789916
4130,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",20.52,med,15.80192308,0,0.6592,22.42,0,16.37658537,19.44,20.996,22.861875
4131,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",6.18,med,6.25,0,0.4928,2.714285714,3.548571429,3.461944444,15.47075,5.6,14.45
4132,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",3.32,med,5.922,0,0.5375,3.76,0,2.93475,15.2375,4.472916667,16.64905462
4133,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Adult,HLUY,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",15.58,med,10.5,6.045,0.473529412,NA,NA,NA,NA,4.440689655,17.48
4134,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",19.215,med,15.80192308,0.418811189,0.5376,18.05,0.45,12.77073171,26.4,21.177,23.889375
4135,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",13.81333333,med,19.47111111,0,0.614782609,NA,NA,NA,NA,14.33444444,27.62244039
4136,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",24.644,med,15.58568443,12.7997325,0.572173913,NA,NA,NA,NA,12.07222222,27.74022222
4137,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Child,WPWM,VENB,MENW,Large,1_Large,Lower is better,Percentage,0.98,med,13.23875,0,0.351428571,NA,NA,NA,NA,6.9,18.18
4138,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",2.252857143,med,5.25,0,0.672,2.28,0,3.226666667,11.3995,5.6,18.19
4139,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",10.24,med,5.922,3.624333333,0.675,3.72,6.466666667,3.57975,12.72,3.91875,17.3217437
4140,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",17.73271605,med,16.93083036,0.353741071,0.66,13.9345977,2.023388676,9.984,15.68285096,12.58147059,15.86535211
4141,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",13.95942029,med,10.81142857,0.17805383,0.475,11.12347826,1.573623188,10.556,16.92,7.931030844,11.2654101
4142,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",16.67769231,med,9.405,6.477115385,0.4368,12.28026316,0.994939271,5.942991658,15.05903226,6.740869565,14.21419355
4143,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,VENB,MENW,Large,1_Large,Lower is better,"Total per 1,000 months",12.03333333,med,8.32,3.733333333,0.31875,12.82580645,1.421612903,6.352301136,12.38396739,6.312794118,11.02927091
4144,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,PMHF,WHVC,Small,3_Small,Lower is better,"Total per 1,000 months",3.85,med,16.33150893,0,0.393939394,3.060428571,0.609142857,11.30057143,15.11600092,10.846,18.832
4145,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,PMHF,WHVC,Small,3_Small,Lower is better,Percentage,0.93,med,13.14571429,0,0.412121212,1.07,0,10.192,15.82333333,11.328,13.85203125
4146,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,PMHF,WHVC,Small,3_Small,Lower is better,"Total per 1,000 months",2.94,med,5.1875,0,0.4303125,0.921428571,2.137142857,3.9325,13.435125,3.314166667,9.924705882
4147,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,PMHF,WHVC,Small,3_Small,Lower is better,Percentage,0.84,med,6.741,0,0.478125,0.82,0,2.93475,13.25,3.496,12.36104762
4148,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",5.17,med,11.6553814,0,0.459642857,5.28,0,6.442857143,22.40333333,6.582692308,17.25545455
4149,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",4.24,med,11.90375,0,0.342222222,4.44,0,7.25,21.6,4.86,20.8395
4150,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",1.913333333,med,6.5625,0,0.4940625,NA,NA,NA,NA,3.860833333,9.097647059
4151,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",2.216666667,med,7.56,0,0.4834375,2.613333333,0,3.19275,13.78,3.344,12.82314286
4152,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",28.4,med,11.5,23,0.490666667,NA,NA,NA,NA,2.473333333,37.525
4153,"MEDICAL-605, MEDICAL-503, MEDICAL-683, MEDICAL-684",RINN,AYOZ,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",35.5,med,6.36,30.68,0.475384615,NA,NA,NA,NA,2.14,8.64
4154,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",14.44947368,med,14.23388393,0,0.378181818,16.35789474,0,9.106285714,18.51710113,12.441,14.08
4155,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",10.6425,med,11.67142857,0.089285714,0.455757576,14.1075,0,8.008,15.98,7.968,15.285
4156,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",4.76,med,10.45,0,0.619677419,4.8,0,7.527789434,14.66274194,6.213555807,14.23004032
4157,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",1.89,med,8.48,0,0.487741935,2.655,0,5.124545455,11.82105978,5.202508306,9.135294118
4158,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",16.91333333,med,19.8,0.609358974,0.446875,17.50333333,0,16.67707317,19.2,15.10396494,20.66911918
4159,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,MULU,SSAF,Small,3_Small,Lower is better,"Total per 1,000 months",22.64888889,med,18.535,1.395,0.55,19.4425,1.147222222,9.955555556,23.465,17.74155652,21.96644211
4160,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",26.19714286,med,13.03524107,9.536625,0.595,20.09,0.214285714,10.09371429,18.70605114,10.60428571,20.13392857
4161,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",20.36571429,med,13.88285714,8.534285714,0.55,24.06857143,0,8.099,18.01666667,6.850595238,20.72375
4162,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",16.49,med,9.215,6.975,0.335384615,NA,NA,NA,NA,3.666428571,8.504444444
4163,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",11.6025,med,8,2.0475,0.432,NA,NA,NA,NA,3.06,10.695
4164,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",23.4,med,18.27692308,0.447692308,0.621290323,16.965,0,15.32487805,20.4,10.82611111,28.42
4165,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",21.645,med,18.535,0.894444444,0.404642857,NA,NA,NA,NA,8.325,31.9
4166,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",72.6,med,5.9375,66.3225,0.376538462,29.97,45.24,3.428333333,15.60645833,1.993333333,13.53625
4167,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",55.44,med,6.048,62.685,0.305185185,31.86,44.46,3.6765,12.985,1.733333333,9.893333333
4168,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",2.36,med,5.1875,0,0.363846154,1.9,0,2.957777778,10.85666667,1.971666667,11.1475
4169,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",2.36,med,6.3,0,0.328888889,2.36,0,2.709,15.7675,2.6,9.706666667
4170,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",34.5,med,15.88201786,18.02035714,0.56,12.93117647,13.61411765,10.53257143,21.16240129,12.08888571,19.88839286
4171,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",25.2,med,14.74285714,20.37142857,0.495,17.395,12.495,9.373,18.8,7.978928571,18.440625
4172,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",36.08,med,10.07,33.39,0.326153846,9.72,31.36,5.414725733,11.62451613,4.045714286,9.691111111
4173,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",33.21,med,9.28,27.72,0.396,1.44,46.80666667,4.537357955,9.794592391,2.52,10.81
4174,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",47,med,20.56153846,30.19846154,0.580645161,21.72111111,27.77777778,12.0195122,24.24,11.77785714,32.48
4175,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",49.82,med,17.78611111,22.905,0.4675,36.85,11.07,14.68444444,26.182,8.325,31.9
4176,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",22.58295455,med,14.683375,4.193948864,0.498,12.93416667,3.258181818,9.654857143,17.00550104,11.04088235,20.96492958
4177,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",10.5452381,med,10.32,0,0.391666667,8.657419355,1.652419355,8.19,14.72666667,10.77053571,13.70851108
4178,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",14.64510638,med,10.64,6.56106383,0.4176,11.67111111,4.718723404,6.009024899,13.73806452,6.344347826,13.68774194
4179,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",9.2625,med,7.6,0,0.39,8.490625,0,5.124545455,12.04622283,5.222402406,7.960256398
4180,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",29.026875,med,15.61153846,5.385721154,0.6528,20.11357143,2.183184524,16.52682927,21.84,17.014,25.430625
4181,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",27.34285714,med,20.22,12.32515873,0.712173913,23.68421053,11.22406015,10.08,26.182,14.62698413,22.15007013
4182,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",24.01,med,12.87513062,11.93248171,0.693913043,3.45,23.22,7.467857143,19.81833333,11.95833333,25.87533333
4183,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Child,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",18.36,med,9.67875,6.7375,0.342857143,NA,NA,NA,NA,8.74,21.6
4184,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",12.66333333,med,6.625,9.219166667,0.6272,1.416666667,12.50222222,3.63,15.877875,6,19.89
4185,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,TKTE,BENV,Medium,2_Medium,Lower is better,"Total per 1,000 months",17.92,med,7.245,7.857,0.7125,3.466666667,11.65333333,3.25725,13.25,3.91875,17.65808824
4186,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Adult,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",5.67,med,12.60407524,0,0.349642857,0,7.84,7.760714286,21.75708333,6.582692308,24.92454545
4187,"MEDICAL-603, MEDICAL-501, MEDICAL-679, MEDICAL-680",OVCM,TFCG,DEER,Child,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",6.79,med,9.01125,0,0.370740741,0,5.6,6.9375,20.7,3.645,22.9445
4188,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Adult,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",14.66666667,med,7.25,10,0.6109375,1.493333333,16.1,3.798055556,16.285,3.075,11.57882353
4189,"MEDICAL-604, MEDICAL-502, MEDICAL-681, MEDICAL-682",TFYI,ZAHQ,DEER,Child,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",2.16,med,5.04,0,0.5046875,0.6975,1.475,3.12825,12.72,4.408,10.51266667
4190,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",18.10434783,med,15.58235714,0.110156056,0.441212121,3.060350877,10.40881007,11.19085714,16.62760102,11.37766667,19.536
4191,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",15.53333333,med,11.79428571,3.604857143,0.513939394,2.691666667,13.843,10.556,14.57,10.08,14.17046875
4192,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",10.05230769,med,7.6,0.595,0.460645161,3.4496,7.922707692,6.537290824,13.47387097,7.958936652,13.28137097
4193,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Child,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",14.28,med,8.96,4.92,0.499354839,2.61,11.22,4.804261364,11.70847826,5.027142857,10.39139706
4194,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Adult,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",26.63571429,med,21.32307692,4.804945055,0.3534375,2.968846154,19.39467033,16.37658537,24,15.25350915,26.77590439
4195,"MEDICAL-602, MEDICAL-500, MEDICAL-677, MEDICAL-678",PFIX,TYFP,DEER,Child,WPWM,RVMN,VQRW,Small,3_Small,Lower is better,"Total per 1,000 months",23.8875,med,15.72666667,3.625,0.54,3.331428571,16.47,14.43555556,29.64,13.2309913,23.65616842
4196,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Adult,WPWM,PKIM,GHSS,Small,3_Small,Lower is better,"Total per 1,000 months",13.65112782,med,14.83320536,0,0.472727273,10.01082707,0,11.30057143,21.16240129,10.31433333,17.6
4197,"MEDICAL-599, MEDICAL-498, MEDICAL-672, MEDICAL-673",WLOW,EKVD,DEER,Child,WPWM,PKIM,GHSS,Small,3_Small,Lower is better,"Total per 1,000 months",10.35086957,med,10.07428571,0,0.47030303,9.843,1.146,8.19,13.63,11.424,13.6928125
4198,"MEDICAL-601, MEDICAL-499, MEDICAL-675, MEDICAL-676",OMZG,JQID,DEER,Adult,WPWM,PKIM,GHSS,Small,3_Small,Lower is better,"Total per 1,000 months",7.21875,med,11.21,0,0.619677419,8.577471264,0.116729526,5.810925177,12.94548387,8.238197587,13.68794355
